CustomerID,TotalSpent,TotalTransactions,LastTransactionDate
C4395,2021.6200000000001,2,2024-08-13T07:06:19.000Z
C1438,2001.57,4,2024-12-16T13:19:37.000Z
C2067,1510.4299999999998,2,2024-08-12T04:25:45.000Z
C0822,995.37,3,2024-03-05T03:59:50.000Z
C0515,137.3,1,2024-02-07T20:10:16.000Z
C1185,1475.5500000000002,1,2024-01-21T20:01:47.000Z
C3385,382.48,1,2024-02-15T07:13:19.000Z
C3157,1189.28,2,2024-10-21T19:51:34.000Z
C4048,1735.8,1,2024-08-18T01:22:57.000Z
C2483,133.51,1,2024-11-06T23:39:58.000Z
C4625,2158.6400000000003,2,2024-12-13T20:25:27.000Z
C3038,3830.27,6,2024-12-16T01:42:42.000Z
C0933,561.64,1,2024-10-18T06:10:20.000Z
C0311,945.8,1,2024-09-26T05:54:18.000Z
C2943,2023.3400000000001,2,2024-04-10T09:46:55.000Z
C0304,531.24,1,2023-12-26T16:47:30.000Z
C1196,831.2,2,2024-10-24T19:08:12.000Z
C3143,2587.25,4,2024-10-10T06:53:12.000Z
C1888,1969.4,4,2024-12-12T04:15:31.000Z
C2155,1730.84,1,2024-09-03T08:19:44.000Z
C4290,1726.19,3,2024-11-23T05:50:18.000Z
C2128,1547.0,1,2024-01-17T04:36:34.000Z
C0674,942.03,2,2024-08-24T18:25:34.000Z
C2661,4265.5,4,2024-07-25T05:18:20.000Z
C2667,972.76,2,2024-12-06T07:50:59.000Z
C3965,2908.66,2,2024-10-24T06:33:02.000Z
C2419,1288.96,3,2024-11-03T06:36:32.000Z
C3800,1044.85,3,2024-07-17T01:03:39.000Z
C2900,1421.58,1,2024-11-05T12:27:19.000Z
C0986,507.04,2,2024-06-29T00:01:30.000Z
C0856,2133.1899999999996,3,2024-11-28T10:16:11.000Z
C4860,957.92,1,2024-08-05T02:21:13.000Z
C1944,376.29,1,2024-10-25T02:04:21.000Z
C2130,896.52,1,2024-12-16T15:23:59.000Z
C3878,1565.39,4,2024-11-23T15:17:04.000Z
C0842,328.3,1,2024-01-21T05:01:37.000Z
C3103,1278.3000000000002,4,2024-08-10T19:54:38.000Z
C2825,2099.6499999999996,2,2024-07-29T18:05:01.000Z
C4687,1715.19,2,2024-04-30T23:49:03.000Z
C3182,3121.4900000000002,2,2024-11-07T21:37:03.000Z
C3619,1347.5600000000002,3,2024-08-10T06:37:17.000Z
C4676,667.6800000000001,1,2024-10-20T16:44:01.000Z
C4673,1502.1399999999999,2,2024-07-29T21:47:13.000Z
C0491,170.4,1,2024-05-25T17:56:06.000Z
C3375,4412.26,6,2024-12-08T19:11:09.000Z
C1354,997.0300000000001,3,2024-12-16T16:08:58.000Z
C4791,2258.84,3,2024-07-24T19:24:15.000Z
C1791,2004.85,2,2024-08-21T05:25:41.000Z
C3362,679.77,2,2024-08-24T13:15:13.000Z
C1029,2518.2999999999997,3,2024-12-08T09:06:36.000Z
C2201,514.6,1,2024-06-05T13:04:21.000Z
C4064,169.3,1,2024-03-03T01:42:20.000Z
C2300,674.03,3,2024-05-14T01:55:08.000Z
C3611,1594.23,3,2024-11-10T12:28:03.000Z
C4372,385.78,2,2024-10-05T23:58:24.000Z
C0270,430.0,1,2024-10-18T05:40:22.000Z
C3560,1752.55,1,2024-09-24T14:36:25.000Z
C3227,1499.8000000000002,2,2024-11-02T08:31:57.000Z
C0742,300.84,1,2024-10-30T01:43:39.000Z
C4388,2298.07,4,2024-11-20T03:04:51.000Z
C4360,1095.5700000000002,4,2024-12-11T18:54:30.000Z
C0353,2267.15,1,2024-08-25T15:28:11.000Z
C1428,145.77,1,2024-04-17T03:00:56.000Z
C2630,312.8,1,2024-11-02T09:52:16.000Z
C3312,2430.8,2,2024-12-14T14:50:59.000Z
C2041,1894.9699999999998,2,2024-11-23T05:48:33.000Z
C2087,351.26,1,2024-03-12T23:51:58.000Z
C3514,166.81,1,2024-01-31T05:15:08.000Z
C3224,805.83,1,2024-01-26T17:05:56.000Z
C0874,1074.9,2,2024-09-15T21:57:15.000Z
C2870,225.36,1,2024-04-29T14:09:09.000Z
C2659,315.27,1,2024-04-14T09:56:12.000Z
C3278,155.81,1,2024-10-01T21:39:25.000Z
C4851,1443.3000000000002,1,2024-01-26T16:50:32.000Z
C4215,1371.75,1,2024-02-07T09:38:02.000Z
C2805,2166.61,3,2024-08-23T09:49:48.000Z
C3086,530.14,1,2024-06-25T20:19:41.000Z
C0162,4037.5400000000004,4,2024-10-23T20:53:33.000Z
C3947,4551.7699999999995,4,2024-04-25T14:26:19.000Z
C3233,2192.49,2,2024-12-22T09:25:14.000Z
C0244,2333.5,1,2024-04-23T07:41:39.000Z
C2251,2740.92,3,2024-08-24T02:55:36.000Z
C2898,439.51,1,2024-03-29T00:52:01.000Z
C0954,2013.29,4,2024-11-01T23:53:42.000Z
C0999,3147.27,4,2024-08-25T08:23:11.000Z
C0480,1854.8600000000001,2,2024-03-18T05:41:07.000Z
C4407,2833.2000000000003,5,2024-10-07T16:58:12.000Z
C1400,2939.0299999999997,2,2024-10-14T14:22:28.000Z
C4642,184.7,1,2024-12-11T12:12:22.000Z
C4403,1921.0,1,2024-10-02T04:59:01.000Z
C2546,939.3,2,2024-11-02T10:12:21.000Z
C4102,1052.16,1,2024-07-28T09:04:56.000Z
C4298,129.25,1,2024-11-30T03:33:30.000Z
C3846,2462.81,3,2024-11-21T11:51:45.000Z
C4707,1873.84,1,2024-09-23T22:28:15.000Z
C0987,1470.65,3,2024-06-06T21:19:47.000Z
C4560,5373.5,5,2024-10-22T22:42:26.000Z
C3885,3673.3900000000003,6,2024-12-03T06:53:50.000Z
C4014,1482.8500000000001,2,2024-12-11T07:04:36.000Z
C1973,7474.210000000001,6,2024-11-05T19:04:41.000Z
C4126,740.94,2,2024-07-13T16:00:39.000Z
C1063,2890.12,4,2024-10-08T18:43:14.000Z
C4189,1647.24,2,2024-07-21T20:03:13.000Z
C2585,4188.61,2,2024-08-14T22:08:13.000Z
C3577,3821.25,2,2024-10-12T18:56:15.000Z
C1579,1741.0199999999998,2,2024-11-25T19:09:28.000Z
C2715,2965.88,3,2024-11-06T03:01:48.000Z
C2073,2327.24,3,2024-06-24T20:57:38.000Z
C3188,1155.4099999999999,2,2024-12-17T04:40:34.000Z
C1541,1215.66,2,2024-09-14T19:18:11.000Z
C3048,654.0,2,2024-10-07T03:07:22.000Z
C3172,1972.99,4,2024-11-22T22:06:47.000Z
C2719,481.92,1,2024-09-15T18:10:52.000Z
C2170,374.7,1,2024-11-30T18:05:51.000Z
C0272,437.68,1,2024-08-14T01:17:33.000Z
C2706,1304.8799999999999,2,2024-09-27T04:18:11.000Z
C3370,287.64,1,2024-02-11T03:48:30.000Z
C4203,1026.1499999999999,1,2024-08-12T10:55:39.000Z
C1805,730.8,1,2024-05-09T03:22:47.000Z
C2162,3524.8,6,2024-11-04T15:39:21.000Z
C0254,1565.02,2,2024-07-01T16:21:08.000Z
C2536,1623.3300000000002,2,2024-08-27T13:53:31.000Z
C1413,1906.25,4,2024-12-03T16:47:31.000Z
C3747,2025.81,2,2024-06-27T10:51:05.000Z
C2912,1080.73,2,2024-11-17T16:28:50.000Z
C3716,1262.31,3,2024-11-11T15:33:31.000Z
C3064,616.98,1,2024-03-22T17:03:23.000Z
C3804,2224.6499999999996,6,2024-06-29T11:07:24.000Z
C2795,265.36,1,2024-11-16T21:27:12.000Z
C4422,2928.81,4,2024-12-06T05:59:24.000Z
C1755,2069.78,3,2024-10-15T02:02:57.000Z
C0490,569.92,1,2024-04-03T05:06:45.000Z
C4448,2764.75,3,2024-05-27T11:10:13.000Z
C1803,3726.8900000000003,4,2024-11-25T22:05:54.000Z
C2722,1793.94,2,2024-11-06T05:41:41.000Z
C4925,2460.85,2,2024-12-09T19:07:02.000Z
C0555,1638.04,2,2024-08-16T05:02:08.000Z
C0212,341.18,1,2024-12-01T09:35:29.000Z
C1781,1124.43,1,2024-01-03T06:40:05.000Z
C0350,923.39,2,2024-09-03T12:13:29.000Z
C3210,5617.83,7,2024-12-05T07:45:30.000Z
C1810,871.3,2,2024-09-04T14:58:27.000Z
C4985,1823.04,2,2024-05-13T03:48:00.000Z
C2802,412.49,2,2024-02-23T08:49:21.000Z
C3246,419.38,2,2024-07-17T07:45:53.000Z
C3241,648.27,2,2024-11-25T17:25:03.000Z
C3956,535.2,1,2024-06-18T16:57:37.000Z
C1429,321.13,1,2024-09-07T11:02:12.000Z
C2064,5309.66,4,2024-10-05T02:38:56.000Z
C4646,1489.26,2,2024-12-07T23:10:39.000Z
C2182,607.11,1,2024-02-29T04:32:08.000Z
C1724,391.36,1,2024-04-10T01:07:12.000Z
C3928,53.02,1,2024-04-27T14:19:09.000Z
C3564,1170.16,1,2024-10-03T14:51:54.000Z
C4326,1404.5500000000002,1,2024-07-23T08:21:57.000Z
C2114,988.98,1,2024-08-27T23:24:55.000Z
C0138,1804.1100000000001,3,2024-07-13T20:14:16.000Z
C1966,2451.01,3,2024-10-14T08:49:23.000Z
C1287,1026.33,2,2024-12-14T12:44:34.000Z
C1714,929.23,3,2024-10-13T08:40:50.000Z
C0246,4829.099999999999,3,2024-11-14T19:36:17.000Z
C2911,3725.46,4,2024-06-14T16:00:52.000Z
C3838,1830.3200000000002,2,2024-11-02T18:52:31.000Z
C4991,735.78,2,2024-12-03T19:55:19.000Z
C1578,1674.8999999999999,2,2024-06-29T21:17:40.000Z
C3499,2666.05,3,2024-07-25T08:51:56.000Z
C0481,3260.93,3,2024-12-19T05:55:01.000Z
C1730,563.78,2,2024-03-11T16:41:42.000Z
C3104,757.15,2,2024-07-11T02:11:28.000Z
C3057,1498.35,2,2024-08-16T02:10:15.000Z
C3545,1559.7,2,2024-08-29T20:22:38.000Z
C4143,1848.8,1,2024-05-16T04:54:34.000Z
C4880,3188.37,2,2024-06-29T11:22:27.000Z
C4587,1860.45,4,2024-09-02T04:48:12.000Z
C3591,2107.44,2,2024-06-29T20:17:17.000Z
C3036,787.02,1,2024-04-07T03:48:52.000Z
C3318,1009.29,1,2024-01-28T03:14:46.000Z
C2876,1640.1,1,2024-04-08T04:54:56.000Z
C3127,3776.1800000000003,4,2024-11-01T07:55:47.000Z
C2640,2844.44,3,2024-11-13T06:46:49.000Z
C3886,1233.22,2,2024-06-26T00:47:21.000Z
C3680,4950.080000000001,5,2024-08-02T22:05:25.000Z
C0557,816.52,1,2024-10-01T11:28:32.000Z
C3058,2013.74,2,2024-09-09T12:21:37.000Z
C1133,5052.42,3,2024-12-06T06:16:57.000Z
C3107,8581.0,5,2024-11-04T04:17:01.000Z
C3502,1260.8600000000001,3,2024-12-09T09:12:09.000Z
C2676,1316.51,2,2024-05-14T05:47:40.000Z
C1999,3429.71,5,2024-12-23T01:35:21.000Z
C2204,1726.35,3,2024-10-04T23:58:47.000Z
C3861,743.46,2,2024-10-15T11:53:15.000Z
C0220,550.92,1,2024-04-04T04:10:46.000Z
C2088,1234.48,2,2024-11-26T14:25:42.000Z
C1307,3211.59,3,2024-11-05T09:46:08.000Z
C2960,687.4200000000001,2,2024-12-08T13:31:42.000Z
C1276,1908.72,2,2024-08-15T10:58:49.000Z
C1519,824.4099999999999,2,2024-07-11T13:43:42.000Z
C0165,1481.34,1,2024-05-08T04:39:22.000Z
C4075,455.22,1,2024-12-15T01:50:08.000Z
C4096,299.61,1,2024-06-06T09:34:59.000Z
C0533,777.96,1,2024-01-07T21:57:22.000Z
C2831,281.99,1,2024-01-12T17:39:28.000Z
C3573,842.0,1,2024-06-29T12:56:30.000Z
C4804,1472.49,1,2024-03-09T21:02:44.000Z
C3535,3188.34,4,2024-08-14T08:37:32.000Z
C4780,2539.16,3,2024-07-05T16:45:39.000Z
C0340,2011.98,3,2024-12-11T10:59:32.000Z
C2979,2055.85,3,2024-07-01T17:07:07.000Z
C2235,463.08,1,2024-02-21T04:09:00.000Z
C1251,2226.47,3,2024-09-19T04:46:52.000Z
C0726,273.24,1,2024-09-19T01:32:00.000Z
C0768,2963.74,4,2024-11-09T08:23:38.000Z
C2291,2998.02,2,2024-09-18T03:56:51.000Z
C2272,2468.0,4,2024-11-12T01:04:02.000Z
C2908,2970.4,3,2024-12-04T17:02:09.000Z
C4456,1399.02,2,2024-11-12T13:26:42.000Z
C4577,3557.4300000000003,3,2024-11-10T13:27:39.000Z
C2711,138.12,2,2024-12-14T04:22:43.000Z
C4240,433.76,1,2024-09-18T12:45:02.000Z
C2080,389.28,1,2024-06-01T20:09:46.000Z
C0659,379.35,1,2024-09-26T16:03:56.000Z
C3799,2664.63,2,2024-05-25T14:53:37.000Z
C4035,1069.68,1,2024-08-30T23:14:39.000Z
C4549,1354.25,1,2024-05-28T10:40:38.000Z
C2902,158.75,1,2024-05-27T13:40:12.000Z
C1472,1949.04,1,2024-01-27T05:55:26.000Z
C1522,2016.4999999999998,3,2024-06-18T11:18:51.000Z
C3921,3329.48,3,2024-06-27T18:59:49.000Z
C2289,2180.46,5,2024-12-07T22:47:52.000Z
C1260,3432.2799999999997,3,2024-11-26T22:45:52.000Z
C0970,2641.5600000000004,3,2024-08-26T13:21:04.000Z
C0341,1803.3,3,2024-11-20T12:22:42.000Z
C3684,2488.2,2,2024-08-30T07:14:34.000Z
C1182,627.92,1,2024-07-23T16:28:27.000Z
C0419,1462.28,1,2024-11-30T01:38:02.000Z
C1044,1816.13,2,2024-10-15T07:43:20.000Z
C1509,1572.9,2,2024-10-25T11:02:24.000Z
C2891,950.4,1,2024-11-01T07:28:45.000Z
C3050,342.29999999999995,1,2024-08-17T16:43:35.000Z
C1298,3602.6600000000003,5,2024-10-21T16:40:34.000Z
C0293,277.72,1,2024-04-20T22:46:56.000Z
C4420,1883.88,2,2024-11-20T05:46:53.000Z
C0081,1545.97,2,2024-10-24T20:35:16.000Z
C4824,678.94,2,2024-01-01T16:34:58.000Z
C0031,5522.75,5,2024-11-12T06:15:12.000Z
C0884,1116.56,1,2024-09-15T03:53:44.000Z
C4904,2572.9200000000005,3,2024-05-19T18:58:09.000Z
C2334,1472.82,1,2024-11-18T16:25:45.000Z
C4601,1858.5000000000002,2,2024-12-07T01:29:03.000Z
C0579,563.55,1,2024-01-01T06:33:16.000Z
C0391,2118.4,1,2024-01-18T17:17:04.000Z
C2720,1871.9299999999998,2,2024-09-16T10:30:26.000Z
C2914,654.92,1,2024-10-06T23:56:20.000Z
C0376,3438.04,5,2024-09-21T03:45:32.000Z
C2791,1234.35,1,2024-11-01T11:34:29.000Z
C2521,3491.92,3,2024-08-29T00:46:15.000Z
C2327,1567.66,3,2024-09-24T21:32:17.000Z
C3845,1452.76,2,2024-11-04T00:39:54.000Z
C2095,2366.3,3,2024-12-21T03:06:30.000Z
C3338,3681.22,3,2024-10-10T08:18:59.000Z
C1785,4573.7300000000005,4,2024-11-19T22:39:06.000Z
C4653,2682.26,4,2024-05-03T11:40:52.000Z
C0581,2873.66,3,2024-11-09T12:45:59.000Z
C3765,2806.39,3,2024-11-02T17:11:26.000Z
C4327,2589.12,3,2024-08-29T19:36:52.000Z
C3603,1289.26,3,2024-09-06T04:32:41.000Z
C3022,1458.96,1,2024-04-20T06:27:03.000Z
C1098,2508.2700000000004,3,2024-10-31T10:20:13.000Z
C2132,1211.36,1,2024-12-11T01:35:55.000Z
C0964,383.32,1,2024-01-26T13:59:08.000Z
C2437,762.72,1,2024-07-20T09:03:22.000Z
C3664,1202.18,3,2024-04-18T19:11:24.000Z
C2228,2006.6899999999998,3,2024-11-16T07:17:20.000Z
C0223,779.51,2,2024-09-08T02:00:41.000Z
C4952,3428.7900000000004,5,2024-11-16T00:48:34.000Z
C3142,782.01,1,2024-03-19T01:46:36.000Z
C1065,255.39,2,2024-09-25T02:08:37.000Z
C4415,2036.56,3,2024-08-30T23:54:17.000Z
C1171,351.62,1,2024-07-20T19:50:42.000Z
C4754,1368.9099999999999,2,2024-09-11T05:42:37.000Z
C0190,1882.2,1,2024-07-28T12:37:14.000Z
C2780,3503.5,5,2024-11-05T09:14:52.000Z
C1351,61.6,1,2024-10-21T05:06:21.000Z
C4435,563.8,2,2024-02-12T22:24:24.000Z
C1693,2438.5,3,2024-09-28T01:27:12.000Z
C4522,2938.44,3,2024-05-06T15:38:01.000Z
C0083,963.92,1,2024-06-15T09:33:51.000Z
C2152,720.5699999999999,1,2024-12-20T17:48:07.000Z
C0048,1213.72,2,2024-08-13T06:32:57.000Z
C4289,275.28000000000003,2,2024-10-07T06:26:02.000Z
C1070,228.65,2,2024-11-25T17:41:51.000Z
C0264,2549.22,3,2024-10-28T02:07:08.000Z
C2994,500.39,3,2024-04-02T12:09:00.000Z
C3760,3118.49,5,2024-12-11T00:47:12.000Z
C4894,1061.1699999999998,3,2024-09-08T21:10:25.000Z
C4342,1661.7399999999998,4,2024-09-20T18:58:27.000Z
C3345,2626.45,2,2024-08-22T11:46:05.000Z
C1770,2029.04,2,2024-04-25T12:28:19.000Z
C4997,2086.92,2,2024-05-10T19:47:42.000Z
C0891,2023.54,3,2024-08-09T00:39:36.000Z
C3691,2966.56,2,2024-07-26T13:31:59.000Z
C2410,1178.65,2,2024-09-28T13:57:32.000Z
C0888,2165.42,2,2024-12-13T05:31:59.000Z
C2127,126.26,1,2024-02-18T01:12:13.000Z
C0671,880.4100000000001,3,2024-11-07T04:15:45.000Z
C1939,2666.1,3,2024-11-08T18:42:07.000Z
C1481,486.70000000000005,1,2024-02-03T23:56:05.000Z
C4900,1466.3700000000001,1,2024-02-27T23:21:37.000Z
C1067,1906.8,1,2024-02-21T04:22:29.000Z
C3326,136.41,1,2024-12-06T11:36:22.000Z
C2142,2222.1000000000004,3,2024-02-19T20:42:20.000Z
C3166,2783.42,6,2024-12-08T17:01:17.000Z
C2237,430.53,3,2024-12-01T22:31:49.000Z
C1499,1030.3600000000001,2,2024-03-21T00:52:30.000Z
C1285,1349.9,3,2024-07-20T03:27:18.000Z
C4133,702.72,1,2024-04-12T04:01:16.000Z
C0580,947.55,3,2024-10-29T23:54:08.000Z
C3267,654.17,3,2024-12-03T18:39:04.000Z
C0238,919.35,1,2024-08-12T14:14:15.000Z
C2868,1144.28,3,2024-12-15T12:41:26.000Z
C3425,625.63,2,2024-10-07T19:58:23.000Z
C4260,208.68,1,2024-05-29T07:40:13.000Z
C1005,1364.43,2,2024-06-25T13:21:46.000Z
C2974,425.97,2,2024-11-20T18:59:14.000Z
C4138,3754.0699999999997,4,2024-09-06T14:59:50.000Z
C4983,967.3399999999999,2,2024-08-09T22:35:46.000Z
C1683,636.0,1,2023-12-27T15:34:15.000Z
C0853,3538.15,5,2024-11-15T00:22:43.000Z
C3028,5947.79,6,2024-12-12T08:54:15.000Z
C4321,2695.61,3,2024-11-24T05:19:24.000Z
C4576,1893.28,1,2024-10-06T09:19:33.000Z
C2382,2463.59,4,2024-11-19T10:50:47.000Z
C0504,494.75,1,2024-12-01T23:09:19.000Z
C1075,938.96,1,2024-04-29T15:21:09.000Z
C0402,1166.83,2,2024-09-19T19:47:53.000Z
C1643,1424.8,2,2024-09-23T06:33:51.000Z
C0382,1638.4199999999998,4,2024-11-20T05:17:33.000Z
C4297,2426.3,3,2024-08-25T08:16:39.000Z
C1265,1108.72,2,2024-09-06T00:40:55.000Z
C2169,3724.42,3,2024-10-29T20:58:57.000Z
C2558,1578.36,3,2024-07-04T02:11:39.000Z
C4902,457.92,1,2024-09-24T08:48:10.000Z
C1789,1769.6100000000001,5,2024-12-12T15:47:31.000Z
C4278,2057.51,5,2024-11-09T04:00:21.000Z
C0735,817.62,1,2024-08-19T23:48:02.000Z
C2582,4052.8599999999997,4,2024-08-08T01:18:00.000Z
C1103,2672.31,2,2024-10-08T10:03:29.000Z
C0296,3096.42,3,2024-08-19T00:31:05.000Z
C3580,1539.3300000000002,3,2024-08-18T08:25:27.000Z
C4069,1274.24,2,2024-07-08T23:18:52.000Z
C4649,873.78,2,2024-12-18T14:17:49.000Z
C2351,550.8,1,2024-10-06T21:59:55.000Z
C0640,2841.58,2,2024-06-02T18:01:30.000Z
C1060,725.98,1,2024-11-06T23:33:57.000Z
C0032,1832.55,1,2024-06-22T12:06:44.000Z
C0787,5420.820000000001,5,2024-08-17T10:38:53.000Z
C4045,1060.91,2,2024-09-13T12:49:59.000Z
C0824,1208.56,1,2024-04-15T03:03:34.000Z
C2292,1379.6,3,2024-11-05T19:57:43.000Z
C4588,2972.2599999999998,2,2024-05-12T12:40:35.000Z
C3414,1956.03,3,2024-08-30T22:37:51.000Z
C2053,4515.21,4,2024-08-04T17:11:17.000Z
C1259,1161.46,3,2024-07-26T09:35:55.000Z
C1523,246.64999999999998,1,2024-12-20T10:09:54.000Z
C1222,2066.86,2,2024-09-11T23:17:02.000Z
C4725,463.82,1,2024-07-11T06:42:28.000Z
C0106,192.24,1,2024-12-13T04:37:53.000Z
C3081,2475.5699999999997,3,2024-05-29T17:22:03.000Z
C3407,509.20000000000005,1,2024-02-23T06:06:49.000Z
C4436,3163.07,5,2024-12-15T18:54:42.000Z
C1871,3989.6800000000003,3,2024-07-30T15:50:05.000Z
C4949,1509.94,3,2024-11-02T19:48:30.000Z
C0092,1125.16,2,2024-07-21T22:45:09.000Z
C3184,2744.0299999999997,3,2024-09-29T21:42:21.000Z
C2967,2138.38,2,2024-04-09T06:33:06.000Z
C2571,3784.2199999999993,5,2024-11-22T11:21:00.000Z
C0534,151.29,2,2024-11-29T09:17:25.000Z
C4086,1919.56,3,2024-09-17T16:07:30.000Z
C2972,1561.73,3,2024-06-24T10:01:32.000Z
C1453,6845.489999999999,6,2024-07-05T10:44:15.000Z
C2413,1187.16,1,2024-04-22T06:41:40.000Z
C0288,749.28,1,2024-12-14T01:34:28.000Z
C0196,1874.8,2,2024-10-03T16:03:19.000Z
C0684,1390.2399999999998,2,2024-08-27T19:56:03.000Z
C2309,1229.8899999999999,2,2024-06-14T06:36:12.000Z
C3540,1198.32,2,2024-05-25T05:36:13.000Z
C3393,105.94,1,2024-11-02T01:13:29.000Z
C1994,792.64,1,2024-08-08T16:20:32.000Z
C1512,2067.1400000000003,2,2024-04-22T04:03:29.000Z
C2663,1420.32,1,2024-06-05T05:36:09.000Z
C1626,45.599999999999994,1,2023-12-29T18:55:25.000Z
C3989,792.02,2,2024-06-08T17:35:48.000Z
C2431,592.05,3,2024-11-18T10:28:38.000Z
C1432,2471.5599999999995,3,2024-12-11T01:04:56.000Z
C3526,892.71,2,2024-02-24T14:06:16.000Z
C4770,73.55000000000001,1,2024-05-04T15:49:24.000Z
C1419,2910.94,2,2024-10-23T06:23:12.000Z
C4645,970.06,2,2024-07-07T19:06:34.000Z
C0054,586.6700000000001,3,2024-12-19T18:31:55.000Z
C4718,432.04,1,2024-02-16T14:43:50.000Z
C1083,3456.43,4,2024-08-22T20:28:00.000Z
C4959,169.02,1,2024-09-02T19:37:55.000Z
C0522,1801.94,3,2024-11-05T19:54:05.000Z
C3671,458.64,1,2024-04-10T16:42:21.000Z
C1738,1073.35,2,2024-08-10T21:21:12.000Z
C1471,917.9,2,2024-10-13T16:02:26.000Z
C1113,3298.9799999999996,2,2024-06-22T07:57:40.000Z
C2887,948.3,1,2024-04-10T12:20:30.000Z
C3565,984.05,1,2024-12-01T13:07:30.000Z
C3316,2126.0,3,2024-12-10T15:47:48.000Z
C2969,486.62,2,2024-11-13T11:04:45.000Z
C1505,3052.3,3,2024-12-07T12:28:50.000Z
C0650,3351.3099999999995,4,2024-11-23T20:23:32.000Z
C0013,840.4499999999999,2,2024-09-28T19:15:48.000Z
C3712,1319.98,3,2024-11-05T15:11:57.000Z
C0552,3406.9,4,2024-10-14T13:03:02.000Z
C1949,1395.7399999999998,2,2024-11-30T10:17:27.000Z
C2535,2893.1,3,2024-12-15T04:22:23.000Z
C0980,1649.1599999999999,2,2024-06-05T12:51:59.000Z
C3378,2152.28,3,2024-11-12T04:34:11.000Z
C2821,634.8,1,2024-01-22T23:41:55.000Z
C0565,3893.5699999999997,3,2024-09-14T22:08:36.000Z
C4295,3067.3,3,2024-09-26T13:13:45.000Z
C2819,3468.2799999999997,3,2024-12-08T08:08:23.000Z
C0701,342.38,2,2024-04-17T21:49:21.000Z
C2098,739.83,2,2024-03-16T13:14:07.000Z
C4641,1279.5,1,2024-08-23T01:49:53.000Z
C3832,475.84,1,2024-11-27T06:40:50.000Z
C2980,745.5600000000001,1,2024-06-07T09:17:53.000Z
C3138,227.01,1,2023-12-30T00:03:26.000Z
C2618,150.49,1,2024-04-27T21:02:27.000Z
C3220,3349.76,2,2024-11-15T21:27:28.000Z
C3420,881.31,1,2024-06-16T17:20:06.000Z
C1887,1973.65,1,2024-02-06T10:15:48.000Z
C0897,2469.25,2,2024-09-11T18:16:02.000Z
C1698,1445.48,3,2024-05-27T23:55:31.000Z
C4999,5748.45,6,2024-10-21T06:41:51.000Z
C4661,1864.4699999999998,3,2024-11-29T22:16:10.000Z
C1577,1859.0299999999997,2,2024-09-04T06:33:30.000Z
C1107,2660.82,2,2024-05-01T06:05:36.000Z
C2632,914.71,2,2024-12-19T23:34:50.000Z
C4111,1582.06,2,2024-11-04T07:39:45.000Z
C1864,3841.82,3,2024-02-24T18:47:09.000Z
C1248,1397.46,2,2024-07-31T00:26:40.000Z
C3273,2485.71,2,2024-10-12T20:27:29.000Z
C0928,1653.55,2,2024-11-16T22:16:26.000Z
C0953,1380.97,3,2024-07-31T03:14:15.000Z
C4545,77.5,1,2024-04-02T06:55:26.000Z
C4122,1646.3300000000002,2,2024-12-14T05:03:32.000Z
C1901,2059.52,2,2024-09-19T14:15:51.000Z
C4060,1126.47,2,2024-11-28T05:22:18.000Z
C2353,359.20000000000005,2,2024-11-05T12:29:58.000Z
C3946,3658.8999999999996,3,2024-10-27T17:29:51.000Z
C3485,2732.16,2,2024-11-19T12:37:50.000Z
C0860,1718.96,1,2024-05-04T19:14:03.000Z
C3480,1323.15,1,2024-10-26T06:33:29.000Z
C0053,4113.67,4,2024-10-03T17:22:13.000Z
C4062,2479.45,5,2024-12-20T17:32:22.000Z
C2616,1348.24,3,2024-08-20T08:10:10.000Z
C1632,997.0699999999999,2,2024-05-05T05:38:55.000Z
C0939,3699.8599999999997,3,2024-10-08T09:28:22.000Z
C4438,2992.4,2,2024-11-09T19:38:14.000Z
C3987,965.36,3,2024-05-14T02:22:18.000Z
C0251,2312.98,3,2024-11-18T05:46:28.000Z
C1872,4787.36,5,2024-11-26T01:06:47.000Z
C4161,3173.2,3,2024-09-05T13:16:39.000Z
C4829,1531.24,2,2024-10-18T14:21:03.000Z
C3276,313.42,1,2024-04-16T10:17:11.000Z
C2415,892.56,1,2024-04-01T23:31:19.000Z
C3643,1230.66,2,2024-03-18T09:56:59.000Z
C3325,1738.24,2,2024-12-10T16:34:53.000Z
C4449,88.52,1,2024-06-01T20:48:21.000Z
C4940,1133.43,2,2024-09-25T10:00:48.000Z
C4488,55.98,1,2024-01-08T18:33:56.000Z
C0094,1670.86,2,2024-10-06T03:38:57.000Z
C0751,140.63,1,2024-07-25T21:41:02.000Z
C0108,3042.45,2,2024-11-25T21:38:44.000Z
C0266,707.76,2,2024-05-09T03:35:50.000Z
C4738,1382.48,1,2024-09-25T02:44:44.000Z
C0859,5930.719999999999,4,2024-06-06T03:19:36.000Z
C1370,1572.74,3,2024-12-21T16:09:41.000Z
C4335,1270.12,1,2024-01-21T05:41:36.000Z
C2579,2727.31,3,2024-12-13T01:48:23.000Z
C4817,3754.48,4,2024-10-06T03:34:59.000Z
C4735,2053.84,2,2024-04-20T17:58:31.000Z
C0242,2068.3199999999997,3,2024-12-11T08:37:18.000Z
C2089,964.5899999999999,1,2024-05-15T17:36:25.000Z
C3556,6823.329999999999,5,2024-12-02T21:05:25.000Z
C1924,2273.75,4,2024-07-04T04:28:48.000Z
