TransactionID,CustomerID,ProductID,Category,Quantity,Price,TransactionDate
T004505,C0973,P00299,Groceries,3,493.46,2024-02-02 19:03:40
T004506,C1260,P00916,Electronics,5,301.47,2024-09-28 12:06:58
T004507,C3179,P00102,Groceries,3,407.41,2024-03-07 05:47:39
T004508,C2023,P00790,Home Appliances,2,298.46,2024-07-08 21:51:16
T004509,C4021,P00458,Groceries,4,277.82,2024-11-07 11:44:01
T004510,C2159,P00362,Books,4,338.62,2024-03-10 18:22:41
T004511,C0963,P00309,Books,2,236.78,2024-05-23 02:52:23
T004512,C2646,P00599,Home Appliances,4,465.26,2024-11-15 22:12:43
T004513,C1851,P00454,Groceries,1,179.66,2024-01-08 13:45:37
T004514,C3177,P00662,Fashion,2,237.56,2024-06-02 08:05:07
T004515,C1981,P00768,Sports,4,11.11,2024-12-05 11:14:48
T004516,C2140,P00320,Books,3,416.53,2024-12-11 12:46:03
T004517,C0626,P00959,Sports,3,341.02,2024-11-08 03:08:18
T004518,C1192,P00952,Groceries,2,414.96,2024-03-17 21:22:18
T004519,C2947,P00879,Fashion,1,291.03,2024-09-06 14:05:57
T004520,C3628,P00979,Books,3,440.79,2024-08-14 19:37:37
T004521,C3176,P00044,Home Appliances,4,212.89,2024-10-11 19:16:34
T004522,C1942,P00950,Groceries,5,349.16,2024-05-11 21:55:16
T004523,C3295,P00050,Books,5,210.94,2024-11-12 15:32:00
T004524,C0947,P00629,Sports,2,317.9,2024-04-08 19:03:39
T004525,C2940,P00606,Fashion,5,483.58,2024-01-02 18:36:01
T004526,C0313,P00413,Fashion,4,12.95,2024-07-04 12:01:14
T004527,C4344,P00808,Fashion,4,169.5,2024-11-27 06:41:09
T004528,C0937,P00879,Fashion,1,15.27,2024-09-07 04:05:20
T004529,C0122,P00389,Fashion,2,120.27,2024-01-22 12:03:40
T004530,C1096,P00027,Home Appliances,3,434.36,2023-12-30 17:19:44
T004531,C2494,P00462,Home Appliances,2,345.47,2024-10-07 17:08:22
T004532,C2696,P00614,Books,5,334.43,2024-11-11 03:19:44
T004533,C3221,P00922,Fashion,1,112.07,2024-11-20 13:30:57
T004534,C4679,P00986,Groceries,2,96.47,2024-01-08 16:57:34
T004535,C4638,P00855,Home Appliances,2,432.25,2024-08-20 20:59:17
T004536,C1173,P00179,Electronics,2,218.28,2024-09-06 10:01:07
T004537,C1852,P00255,Fashion,3,208.06,2024-06-22 05:32:57
T004538,C3058,P00719,Fashion,1,40.18,2024-07-09 01:25:45
T004539,C2934,P00186,Groceries,5,452.86,2024-04-22 10:27:35
T004540,C2623,P00987,Home Appliances,2,493.23,2024-08-29 02:05:20
T004541,C2007,P00933,Groceries,2,410.21,2024-05-29 18:59:09
T004542,C0196,P00640,Sports,4,283.58,2024-08-10 12:55:25
T004543,C0033,P00117,Groceries,3,450.75,2024-05-28 18:58:16
T004544,C4474,P00090,Books,4,85.3,2024-02-19 15:00:29
T004545,C0147,P00810,Sports,5,194.12,2024-09-07 19:12:53
T004546,C1517,P00098,Books,1,394.9,2024-07-05 10:50:58
T004547,C0031,P00976,Books,3,127.02,2024-11-12 06:15:12
T004548,C3576,P00022,Electronics,1,325.19,2024-07-12 15:19:26
T004549,C3132,P00847,Sports,5,177.85,2024-05-22 15:24:16
T004550,C4123,P00970,Books,1,210.06,2024-04-25 04:29:25
T004551,C4138,P00874,Home Appliances,1,85.03,2024-02-18 07:52:54
T004552,C1188,P00038,Home Appliances,2,19.37,2024-04-19 01:46:40
T004553,C3107,P00656,Home Appliances,5,477.67,2024-09-13 01:33:18
T004554,C1967,P00363,Sports,4,487.38,2024-08-27 06:01:07
T004555,C1415,P00154,Home Appliances,4,496.31,2024-08-04 02:46:06
T004556,C1794,P00726,Fashion,3,144.64,2024-09-05 07:48:17
T004557,C0423,P00994,Home Appliances,1,399.0,2024-09-25 00:17:07
T004558,C2961,P00314,Sports,3,379.54,2024-05-18 22:20:30
T004559,C0588,P00686,Home Appliances,3,337.99,2024-06-28 09:04:51
T004560,C2220,P00220,Sports,1,328.99,2024-05-20 11:24:24
T004561,C2223,P00742,Books,2,403.83,2024-11-13 12:52:06
T004562,C2805,P00120,Groceries,4,262.97,2024-03-05 14:43:55
T004563,C0147,P00193,Sports,2,44.8,2024-11-28 04:41:16
T004564,C1257,P00622,Groceries,1,206.34,2024-09-11 01:26:33
T004565,C2288,P00659,Electronics,5,415.46,2024-10-13 08:50:09
T004566,C3731,P00969,Home Appliances,1,74.85,2024-10-01 05:53:27
T004567,C1003,P00018,Groceries,3,268.91,2024-01-28 02:43:30
T004568,C0214,P00992,Home Appliances,3,461.73,2024-11-03 23:07:59
T004569,C4037,P00478,Groceries,1,499.69,2024-12-11 05:25:21
T004570,C3528,P00204,Sports,5,411.06,2024-04-20 01:46:27
T004571,C1214,P00878,Groceries,3,250.23,2024-08-15 01:34:41
T004572,C2606,P00589,Books,3,272.51,2024-09-18 12:01:44
T004573,C3252,P00820,Home Appliances,3,128.28,2024-03-22 05:48:06
T004574,C4432,P00201,Groceries,4,254.84,2024-07-01 22:37:02
T004575,C0639,P00907,Home Appliances,3,306.3,2024-01-23 17:10:00
T004576,C3321,P00194,Home Appliances,3,172.5,2024-09-25 14:41:16
T004577,C4066,P00884,Electronics,5,165.99,2024-03-19 11:13:05
T004578,C4772,P00153,Electronics,1,428.36,2024-08-28 07:34:05
T004579,C2671,P00418,Fashion,1,68.94,2024-06-10 09:56:03
T004580,C1437,P00158,Home Appliances,2,117.38,2024-04-08 12:08:29
T004581,C0715,P00478,Groceries,4,119.1,2024-06-28 16:54:19
T004582,C3143,P00508,Sports,4,216.57,2024-09-03 22:46:59
T004583,C4229,P00933,Groceries,3,17.7,2024-06-16 14:45:41
T004584,C4099,P00831,Sports,1,47.85,2024-08-14 05:57:09
T004585,C4551,P00541,Groceries,3,14.96,2024-02-13 07:35:29
T004586,C1046,P00244,Home Appliances,5,53.99,2024-10-27 20:33:58
T004587,C2842,P00957,Home Appliances,3,364.53,2024-06-17 00:55:01
T004588,C4286,P00744,Groceries,2,24.87,2024-07-04 01:53:10
T004589,C3379,P00503,Fashion,5,429.33,2024-02-07 14:46:34
T004590,C3872,P00021,Home Appliances,4,293.84,2024-07-19 07:22:54
T004591,C4710,P00380,Fashion,1,374.59,2024-11-30 16:19:17
T004592,C2237,P00121,Fashion,2,11.9,2024-11-24 11:37:33
T004593,C3797,P00493,Home Appliances,2,126.7,2024-09-10 20:48:03
T004594,C4859,P00052,Groceries,2,107.36,2024-07-07 02:37:25
T004595,C3755,P00071,Electronics,3,214.89,2024-01-03 19:13:38
T004596,C2856,P00428,Groceries,3,462.37,2024-07-09 00:32:38
T004597,C1471,P00017,Books,5,167.76,2024-10-13 16:02:26
T004598,C2819,P00698,Sports,3,434.77,2024-07-24 12:00:29
T004599,C0094,P00734,Home Appliances,3,465.18,2024-10-05 15:45:45
T004600,C0383,P00163,Groceries,3,315.53,2024-07-07 17:27:06
T004601,C1827,P00743,Electronics,3,294.6,2024-11-17 18:46:51
T004602,C4264,P00900,Books,3,442.57,2024-09-30 16:55:27
T004603,C3970,P00328,Electronics,1,397.3,2024-08-04 16:01:52
T004604,C3600,P00650,Books,5,225.58,2024-03-26 19:56:33
T004605,C4278,P00400,Groceries,1,19.65,2024-01-02 14:48:48
T004606,C0570,P00217,Books,3,460.61,2024-03-27 02:20:49
T004607,C2972,P00794,Books,3,160.66,2023-12-27 15:28:42
T004608,C2717,P00918,Books,3,358.24,2024-12-08 07:30:02
T004609,C3396,P00583,Sports,1,245.71,2024-04-01 03:37:19
T004610,C3415,P00328,Electronics,1,255.08,2024-10-22 18:04:41
T004611,C4805,P00847,Sports,5,322.46,2024-07-20 10:05:35
T004612,C0884,P00485,Home Appliances,4,279.14,2024-09-15 03:53:44
T004613,C2117,P00210,Sports,5,156.87,2024-07-01 19:06:39
T004614,C1787,P00714,Home Appliances,4,305.66,2024-01-13 03:35:42
T004615,C2318,P00786,Fashion,5,417.7,2024-05-08 17:31:35
T004616,C2995,P00300,Home Appliances,2,435.56,2024-11-09 07:13:27
T004617,C0704,P00115,Sports,5,400.61,2024-04-01 02:44:05
T004618,C2446,P00961,Groceries,5,132.19,2024-09-27 14:25:10
T004619,C1843,P00977,Sports,2,364.05,2024-10-10 07:49:08
T004620,C3504,P00745,Books,2,468.49,2024-01-24 15:26:29
T004621,C0339,P00837,Home Appliances,5,245.2,2024-05-11 12:48:19
T004622,C0455,P00101,Fashion,1,297.83,2024-11-11 15:35:27
T004623,C4683,P00581,Books,1,230.98,2024-07-18 07:58:21
T004624,C0339,P00902,Groceries,2,193.41,2024-04-24 03:44:33
T004625,C1335,P00264,Fashion,3,310.54,2024-11-03 23:28:07
T004626,C0484,P00228,Home Appliances,3,182.99,2024-08-08 20:52:00
T004627,C2251,P00959,Sports,1,432.71,2024-03-27 03:22:11
T004628,C1382,P00839,Electronics,5,92.95,2024-01-12 19:00:32
T004629,C4428,P00109,Sports,4,458.03,2024-04-10 00:18:47
T004630,C3864,P00768,Sports,3,150.78,2024-06-23 14:43:19
T004631,C4590,P00520,Electronics,3,248.2,2024-09-07 19:33:51
T004632,C0482,P00570,Books,2,336.95,2024-10-04 00:45:11
T004633,C1364,P00631,Groceries,2,310.68,2024-08-24 13:19:21
T004634,C0622,P00507,Electronics,4,182.68,2024-01-23 06:42:27
T004635,C1901,P00685,Books,4,399.28,2024-06-20 21:41:50
T004636,C4179,P00426,Home Appliances,2,215.42,2024-10-20 03:58:30
T004637,C3090,P00270,Electronics,1,273.32,2024-01-31 03:12:39
T004638,C1869,P00913,Sports,3,161.52,2024-12-18 01:06:33
T004639,C3053,P00782,Fashion,1,483.26,2024-06-04 06:31:23
T004640,C1584,P00215,Books,4,467.16,2024-05-19 06:17:13
T004641,C1582,P00539,Groceries,1,303.7,2024-07-09 20:54:12
T004642,C2206,P00410,Home Appliances,4,108.77,2024-05-28 12:25:31
T004643,C2949,P00762,Fashion,5,346.61,2024-03-18 08:12:31
T004644,C3859,P00043,Home Appliances,4,144.1,2024-08-13 08:47:25
T004645,C3636,P00126,Groceries,3,337.21,2024-05-09 19:10:16
T004646,C3594,P00045,Books,5,208.94,2024-11-17 02:18:02
T004647,C3168,P00106,Home Appliances,4,476.32,2024-04-28 03:09:54
T004648,C2635,P00364,Electronics,1,321.87,2024-08-23 20:36:13
T004649,C1826,P00739,Home Appliances,2,54.43,2024-09-16 19:03:21
T004650,C2384,P00202,Fashion,5,82.84,2024-05-09 21:03:55
T004651,C4668,P00247,Fashion,4,413.48,2024-11-19 03:51:39
T004652,C3861,P00601,Sports,3,90.87,2024-10-15 11:53:15
T004653,C3132,P00172,Home Appliances,4,110.17,2024-01-28 17:37:48
T004654,C4233,P00494,Electronics,4,37.92,2024-06-23 11:51:19
T004655,C3062,P00539,Groceries,3,28.31,2024-03-07 10:37:06
T004656,C1043,P00330,Home Appliances,5,373.81,2024-04-14 14:06:18
T004657,C0352,P00582,Books,4,242.78,2024-10-14 02:43:48
T004658,C3625,P00660,Sports,1,100.48,2023-12-26 08:14:47
T004659,C3710,P00550,Home Appliances,1,115.25,2024-08-31 16:30:40
T004660,C0061,P00640,Sports,5,481.07,2024-07-11 07:12:12
T004661,C2741,P00989,Groceries,4,288.55,2024-05-30 07:28:48
T004662,C4803,P00672,Books,3,452.82,2024-05-12 14:50:06
T004663,C3046,P00115,Sports,2,375.21,2024-11-08 08:11:18
T004664,C1137,P00907,Home Appliances,1,76.53,2024-03-03 18:48:10
T004665,C0680,P00403,Fashion,2,366.51,2024-06-10 01:34:24
T004666,C3194,P00253,Fashion,3,22.99,2024-07-26 07:12:00
T004667,C0564,P00533,Books,2,317.41,2024-01-14 10:39:42
T004668,C1999,P00524,Groceries,5,369.83,2024-02-06 14:09:15
T004669,C2653,P00527,Groceries,2,168.43,2024-02-11 00:15:31
T004670,C4933,P00052,Groceries,4,367.94,2024-11-27 02:04:43
T004671,C3073,P00229,Sports,3,300.28,2024-03-07 13:48:13
T004672,C0604,P00317,Home Appliances,3,457.39,2024-01-09 04:55:16
T004673,C1066,P00881,Fashion,1,69.39,2024-05-22 22:35:21
T004674,C2190,P00011,Books,3,427.54,2024-10-26 13:11:31
T004675,C3506,P00548,Home Appliances,4,337.06,2023-12-25 07:04:50
T004676,C2906,P00541,Groceries,1,359.92,2024-06-28 01:32:52
T004677,C0259,P00816,Sports,1,494.49,2024-03-13 23:37:38
T004678,C0296,P00253,Fashion,3,378.71,2024-01-10 21:28:18
T004679,C1998,P00207,Groceries,4,219.73,2024-11-29 04:16:42
T004680,C4201,P00539,Groceries,2,178.68,2024-07-17 01:04:30
T004681,C0960,P00500,Fashion,2,52.83,2024-01-09 16:42:54
T004682,C2601,P00414,Electronics,3,154.01,2024-12-19 12:50:47
T004683,C0503,P00037,Sports,4,34.89,2024-11-07 06:59:21
T004684,C3709,P00004,Fashion,5,386.05,2024-07-17 02:15:04
T004685,C3210,P00276,Electronics,3,95.89,2024-04-20 16:39:00
T004686,C2904,P00708,Books,3,249.56,2024-07-12 22:14:33
T004687,C4923,P00630,Home Appliances,4,315.74,2024-06-27 05:19:56
T004688,C0911,P00633,Fashion,3,290.94,2024-05-03 08:39:38
T004689,C0354,P00170,Groceries,1,64.85,2024-04-20 22:03:57
T004690,C4626,P00257,Sports,4,194.36,2024-11-28 04:33:22
T004691,C0037,P00735,Books,2,368.37,2024-06-14 14:11:01
T004692,C3495,P00568,Sports,1,126.74,2024-01-12 00:06:35
T004693,C1795,P00035,Fashion,3,442.79,2024-11-13 18:15:19
T004694,C4909,P00446,Fashion,1,336.66,2024-01-20 09:18:03
T004695,C0937,P00214,Home Appliances,3,345.46,2024-02-25 14:26:07
T004696,C0395,P00948,Groceries,3,25.41,2024-08-14 13:08:47
T004697,C0684,P00063,Groceries,4,282.4,2024-04-21 05:53:03
T004698,C3139,P00649,Books,2,414.2,2024-08-23 21:27:55
T004699,C0564,P00195,Home Appliances,5,302.08,2024-11-30 18:44:12
T004700,C1554,P00255,Fashion,3,492.85,2024-07-16 04:43:01
T004701,C0191,P00451,Books,3,468.73,2024-03-24 03:17:29
T004702,C2585,P00204,Sports,4,455.69,2024-08-14 22:08:13
T004703,C2419,P00540,Books,1,440.5,2024-11-03 06:36:32
T004704,C2118,P00692,Groceries,4,357.53,2024-12-04 08:47:43
T004705,C3463,P00239,Home Appliances,5,494.21,2024-10-21 18:11:37
T004706,C3110,P00081,Home Appliances,5,63.24,2024-04-08 01:46:56
T004707,C3566,P00356,Groceries,2,444.81,2024-04-12 03:51:14
T004708,C0151,P00774,Sports,1,318.54,2024-12-12 03:34:59
T004709,C4577,P00244,Home Appliances,1,459.23,2024-11-10 13:27:39
T004710,C3218,P00344,Fashion,2,273.25,2024-10-08 06:53:10
T004711,C2717,P00494,Electronics,5,439.26,2024-09-07 00:49:45
T004712,C2965,P00912,Sports,4,151.61,2023-12-31 12:13:53
T004713,C3659,P00146,Sports,3,317.0,2024-10-14 17:22:56
T004714,C0859,P00832,Books,3,232.89,2023-12-26 10:46:40
T004715,C0552,P00650,Books,1,289.17,2024-07-31 06:29:24
T004716,C4333,P00348,Fashion,4,32.46,2024-06-01 12:40:11
T004717,C2781,P00674,Electronics,1,327.01,2024-02-22 21:21:09
T004718,C1160,P00676,Home Appliances,4,222.77,2024-08-10 05:25:53
T004719,C0567,P00505,Sports,3,347.96,2024-07-07 08:15:14
T004720,C1029,P00266,Fashion,5,18.93,2024-03-12 13:51:43
T004721,C1795,P00086,Sports,3,54.53,2024-10-18 01:13:06
T004722,C1885,P00494,Electronics,1,74.63,2024-01-29 13:49:29
T004723,C3415,P00017,Books,2,221.29,2024-09-21 20:47:21
T004724,C1948,P00990,Home Appliances,1,91.33,2024-09-05 12:17:21
T004725,C1622,P00123,Home Appliances,1,107.05,2024-08-10 02:38:40
T004726,C4430,P00255,Fashion,4,231.28,2024-11-05 15:07:38
T004727,C0170,P00682,Sports,4,442.84,2024-10-02 00:01:55
T004728,C0660,P00201,Groceries,5,278.08,2024-12-14 10:45:50
T004729,C2162,P00140,Fashion,4,41.9,2024-11-04 15:39:21
T004730,C3444,P00046,Electronics,3,47.89,2024-05-07 01:31:05
T004731,C4169,P00179,Electronics,2,471.29,2024-08-01 05:25:52
T004732,C2996,P00330,Home Appliances,2,168.93,2024-01-31 02:39:04
T004733,C3281,P00633,Fashion,3,361.51,2024-02-22 12:33:38
T004734,C3901,P00855,Home Appliances,3,378.95,2024-07-05 05:54:43
T004735,C1846,P00545,Fashion,4,12.03,2024-12-13 09:38:13
T004736,C3195,P00578,Electronics,2,188.81,2024-11-01 23:40:45
T004737,C4715,P00737,Electronics,4,191.19,2024-04-24 20:59:52
T004738,C3628,P00256,Groceries,3,189.24,2023-12-25 05:37:13
T004739,C3584,P00209,Home Appliances,4,269.41,2024-08-18 21:22:17
T004740,C4560,P00826,Fashion,5,106.46,2024-02-21 22:33:09
T004741,C3818,P00571,Home Appliances,5,392.41,2024-03-10 23:30:55
T004742,C3186,P00532,Sports,1,109.17,2024-03-21 09:07:03
T004743,C3104,P00427,Electronics,1,494.64,2024-05-04 20:31:55
T004744,C2030,P00290,Sports,5,244.08,2024-11-21 15:41:37
T004745,C3572,P00909,Fashion,4,147.46,2024-06-17 04:44:12
T004746,C2865,P00445,Books,2,143.81,2024-02-01 01:41:05
T004747,C3458,P00762,Fashion,5,69.42,2024-02-25 01:59:13
T004748,C1055,P00001,Fashion,4,371.45,2024-05-01 19:31:42
T004749,C0192,P00359,Books,2,244.74,2024-06-18 22:01:21
T004750,C2404,P00656,Home Appliances,3,430.44,2024-08-08 12:55:55
T004751,C4764,P00611,Fashion,3,183.0,2024-12-22 05:08:07
T004752,C3394,P00489,Groceries,5,62.87,2024-07-30 15:07:49
T004753,C1866,P00390,Fashion,5,366.87,2024-05-01 22:14:51
T004754,C3066,P00386,Groceries,1,488.92,2024-05-19 17:24:58
T004755,C3451,P00109,Sports,1,343.35,2024-01-03 20:19:54
T004756,C0998,P00614,Books,3,53.95,2024-03-27 06:23:29
T004757,C2123,P00915,Books,1,161.89,2024-07-03 06:31:52
T004758,C1878,P01000,Groceries,1,298.21,2024-05-20 23:40:01
T004759,C0784,P00312,Books,4,414.8,2024-01-31 12:59:47
T004760,C1698,P00530,Sports,2,304.03,2024-05-13 10:55:11
T004761,C3811,P00787,Groceries,1,292.05,2024-10-24 01:30:15
T004762,C1927,P00301,Books,4,373.3,2024-08-09 10:26:59
T004763,C2562,P00159,Groceries,1,163.35,2024-02-10 04:54:11
T004764,C0287,P00655,Books,3,273.84,2024-02-12 23:59:39
T004765,C0143,P00339,Sports,1,10.53,2024-05-10 00:10:28
T004766,C2488,P00196,Home Appliances,1,329.61,2024-04-07 20:12:53
T004767,C3128,P00403,Fashion,3,251.23,2024-02-22 23:42:39
T004768,C4190,P00340,Sports,4,179.49,2024-11-09 13:31:29
T004769,C3964,P00762,Fashion,4,358.84,2023-12-29 11:32:29
T004770,C3164,P00915,Books,3,46.54,2024-11-16 23:16:54
T004771,C2608,P00448,Fashion,2,85.48,2024-01-14 10:27:17
T004772,C4340,P00252,Groceries,4,79.48,2023-12-24 02:29:13
T004773,C2483,P00224,Home Appliances,1,133.51,2024-11-06 23:39:58
T004774,C4263,P00916,Electronics,5,331.14,2024-05-08 20:11:33
T004775,C0804,P00484,Electronics,4,109.16,2024-03-15 21:26:25
T004776,C0900,P00201,Groceries,5,458.85,2024-01-04 01:19:46
T004777,C1788,P00778,Books,5,71.3,2024-11-24 23:30:28
T004778,C3094,P00072,Home Appliances,3,39.95,2024-12-02 21:17:19
T004779,C4849,P00970,Books,2,242.08,2023-12-27 23:39:32
T004780,C0991,P00378,Home Appliances,2,262.64,2024-02-21 15:57:03
T004781,C4940,P00410,Home Appliances,3,12.56,2024-09-25 10:00:48
T004782,C2874,P00933,Groceries,4,72.22,2024-02-26 10:41:54
T004783,C1316,P00176,Electronics,3,106.19,2024-02-21 20:51:33
T004784,C3788,P00835,Books,1,194.7,2024-07-31 17:20:51
T004785,C1444,P00319,Electronics,4,331.74,2024-06-15 03:52:46
T004786,C4509,P00775,Electronics,3,451.6,2024-04-16 14:35:34
T004787,C4138,P00710,Groceries,3,107.37,2024-01-29 09:32:24
T004788,C0827,P00244,Home Appliances,3,337.52,2024-07-15 12:45:09
T004789,C3784,P00792,Fashion,5,214.72,2024-06-03 01:29:38
T004790,C2776,P00160,Groceries,2,427.61,2024-08-08 09:46:21
T004791,C2105,P00776,Books,2,110.76,2024-08-15 21:37:28
T004792,C2115,P00052,Groceries,2,344.85,2024-10-27 02:29:40
T004793,C1198,P00486,Sports,1,62.07,2024-01-29 10:26:22
T004794,C2357,P00198,Sports,2,373.16,2024-09-26 08:20:24
T004795,C2658,P00892,Sports,3,371.12,2024-05-04 00:56:14
T004796,C1374,P00309,Books,3,254.76,2024-12-21 08:48:58
T004797,C4907,P00615,Fashion,5,195.55,2024-07-12 05:01:04
T004798,C0671,P00584,Electronics,3,154.0,2024-10-07 18:05:10
T004799,C0587,P00900,Books,5,359.02,2024-07-01 10:17:34
T004800,C4708,P00142,Sports,2,307.29,2024-05-02 22:57:24
T004801,C3059,P00400,Groceries,5,60.17,2024-03-14 10:19:43
T004802,C2949,P00607,Home Appliances,2,274.53,2024-02-09 22:56:18
T004803,C4575,P00096,Groceries,3,174.42,2024-08-08 05:14:39
T004804,C4490,P00479,Groceries,1,444.31,2024-11-09 03:16:08
T004805,C1100,P00779,Fashion,3,264.37,2024-07-13 04:52:31
T004806,C4825,P00041,Fashion,3,27.58,2024-04-03 15:38:45
T004807,C0435,P00154,Home Appliances,4,141.91,2024-05-15 16:36:31
T004808,C4530,P00324,Home Appliances,3,67.27,2024-08-19 22:39:34
T004809,C3137,P00881,Fashion,5,301.87,2024-11-19 07:04:29
T004810,C2658,P00300,Home Appliances,5,435.51,2024-08-10 00:04:55
T004811,C4468,P00530,Sports,5,257.14,2024-12-15 01:18:38
T004812,C4881,P00856,Electronics,3,364.7,2024-03-14 20:56:25
T004813,C3107,P00022,Electronics,3,440.62,2023-12-30 14:39:31
T004814,C4144,P00373,Electronics,2,439.1,2024-11-16 03:19:59
T004815,C2948,P00718,Books,5,333.15,2024-03-18 23:39:20
T004816,C1660,P00516,Books,2,220.94,2024-08-30 05:29:49
T004817,C4753,P00547,Sports,2,348.02,2024-03-06 21:00:27
T004818,C0963,P00154,Home Appliances,5,243.87,2024-03-08 06:57:27
T004819,C0601,P00592,Books,4,363.06,2024-11-14 04:43:54
T004820,C2425,P00690,Groceries,3,153.99,2024-11-04 20:34:12
T004821,C1230,P00060,Fashion,3,381.76,2024-04-14 06:02:06
T004822,C4834,P00184,Electronics,4,400.95,2023-12-25 02:16:17
T004823,C1453,P00656,Home Appliances,5,243.48,2024-06-02 14:04:37
T004824,C4983,P00396,Books,4,208.01,2024-08-09 22:35:46
T004825,C3433,P00683,Groceries,3,149.6,2024-06-29 23:16:14
T004826,C3580,P00231,Fashion,4,291.85,2024-08-18 08:25:27
T004827,C1396,P00726,Fashion,3,135.24,2024-11-17 03:21:14
T004828,C4330,P00523,Groceries,4,387.56,2023-12-28 08:29:01
T004829,C3071,P00877,Electronics,3,12.8,2024-12-14 22:28:30
T004830,C1683,P00607,Home Appliances,4,159.0,2023-12-27 15:34:15
T004831,C4960,P00136,Fashion,2,238.31,2024-06-19 14:29:32
T004832,C3917,P00142,Sports,4,409.56,2024-07-18 21:21:06
T004833,C1219,P00224,Home Appliances,4,348.41,2024-09-20 09:10:01
T004834,C1183,P00194,Home Appliances,3,326.28,2024-06-02 01:04:08
T004835,C1450,P00893,Sports,5,142.66,2024-08-21 12:17:34
T004836,C0690,P00266,Fashion,1,64.73,2024-07-04 08:36:09
T004837,C0853,P00922,Fashion,1,69.24,2024-05-24 23:22:50
T004838,C1383,P00974,Books,3,100.07,2024-10-07 02:42:14
T004839,C0810,P00644,Fashion,3,270.7,2024-10-31 05:06:18
T004840,C4518,P00580,Books,3,438.31,2023-12-29 18:46:19
T004841,C1704,P00819,Home Appliances,4,496.7,2024-04-03 06:33:54
T004842,C3161,P00210,Sports,1,338.55,2024-01-20 15:47:12
T004843,C0454,P00104,Sports,1,354.9,2024-06-02 14:02:03
T004844,C4368,P00218,Books,1,244.83,2024-02-01 01:42:58
T004845,C2523,P00750,Home Appliances,4,285.58,2024-07-01 15:34:21
T004846,C0894,P00466,Electronics,1,141.86,2024-06-27 01:40:21
T004847,C3378,P00312,Books,1,83.66,2024-03-03 19:38:53
T004848,C3820,P00752,Groceries,5,382.04,2024-01-19 17:04:40
T004849,C4407,P00700,Fashion,5,195.5,2024-07-24 08:48:24
T004850,C2439,P00920,Books,5,253.7,2024-08-18 09:41:07
T004851,C4648,P00309,Books,3,249.13,2024-11-24 07:43:13
T004852,C0485,P00108,Fashion,3,336.77,2024-02-22 16:13:16
T004853,C4013,P00837,Home Appliances,2,115.84,2024-10-06 22:38:35
T004854,C0839,P00961,Groceries,1,201.82,2024-05-20 08:08:16
T004855,C0728,P00953,Sports,2,391.65,2024-02-07 06:42:25
T004856,C0085,P00628,Sports,4,352.99,2024-08-23 00:34:03
T004857,C1633,P00129,Electronics,1,283.93,2024-02-22 11:27:18
T004858,C3797,P00075,Electronics,4,200.9,2024-04-29 12:30:28
T004859,C3461,P00816,Sports,3,130.76,2024-07-31 06:48:12
T004860,C0816,P00592,Books,3,428.89,2024-02-11 13:19:11
T004861,C4744,P00159,Groceries,5,27.07,2024-07-19 02:56:09
T004862,C1438,P00295,Groceries,2,163.39,2024-01-10 14:19:24
T004863,C1020,P00709,Electronics,5,379.69,2024-12-02 09:13:30
T004864,C3507,P00837,Home Appliances,2,10.9,2024-04-04 22:18:50
T004865,C0544,P00570,Books,5,365.48,2024-05-06 00:18:23
T004866,C2254,P00789,Groceries,5,389.32,2024-08-29 00:31:48
T004867,C0154,P00757,Home Appliances,1,266.29,2024-05-13 05:54:47
T004868,C3229,P00663,Electronics,1,286.92,2024-09-07 06:57:15
T004869,C2329,P00945,Groceries,5,300.51,2024-06-16 22:26:23
T004870,C0561,P00637,Books,1,20.8,2024-10-05 03:02:34
T004871,C4965,P00181,Books,4,418.2,2024-09-21 07:38:12
T004872,C1915,P00350,Books,1,268.48,2024-07-29 16:13:06
T004873,C0728,P00188,Electronics,4,429.87,2024-01-22 14:22:16
T004874,C0353,P00418,Fashion,5,453.43,2024-08-25 15:28:11
T004875,C3637,P00502,Fashion,5,67.12,2024-04-16 09:26:34
T004876,C1755,P00046,Electronics,2,84.64,2024-06-01 03:09:09
T004877,C1485,P00433,Electronics,5,257.19,2024-05-23 22:06:18
T004878,C2768,P00005,Sports,2,414.06,2024-10-27 05:18:32
T004879,C0993,P00109,Sports,5,464.25,2024-10-16 06:56:35
T004880,C3293,P00438,Sports,5,96.71,2024-08-10 06:09:30
T004881,C4837,P00024,Fashion,5,307.23,2024-05-09 06:33:44
T004882,C0245,P00844,Groceries,2,477.04,2024-05-19 17:17:56
T004883,C0469,P00588,Electronics,1,55.64,2024-05-12 21:59:05
T004884,C0936,P00460,Fashion,5,24.88,2024-01-16 11:44:11
T004885,C1602,P00294,Fashion,3,367.49,2024-06-29 05:06:22
T004886,C4505,P00914,Books,2,433.97,2024-02-01 06:57:45
T004887,C3416,P00201,Groceries,4,352.94,2024-09-29 02:23:19
T004888,C0763,P00376,Home Appliances,2,481.03,2024-09-14 01:35:31
T004889,C0513,P00792,Fashion,4,399.04,2024-05-14 03:31:10
T004890,C2676,P00475,Home Appliances,5,244.9,2024-05-14 05:47:40
T004891,C2569,P00932,Home Appliances,3,68.93,2024-02-26 06:08:35
T004892,C3316,P00664,Sports,3,159.11,2024-12-10 15:47:48
T004893,C4355,P00824,Groceries,4,170.18,2024-02-06 11:40:37
